GFA_ID,Name,SMILES,Gal-1 Kd operator,Gal-1 Kd value (μM),Gal-3 Kd operator,Gal-3 Kd value (μM),Source,Name in source,Source type,Citation,Mono/Disaccharide,Possible X-bond,Series,Molecular weight,Polar SA,HB acceptors,HB donors,Rotatable bonds
GFA_463,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(F)c(F)c(F)c(F)c3,nd,nd,=,6.7,Sorme 2005,5,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,572.469,196.27,11,7,8
GFA_464,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(F)cc(F)c3,nd,nd,=,26,Sorme 2005,6,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,536.488,196.27,11,7,8
GFA_465,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(C(=O)O)c(F)c(F)c(F)c3F,nd,nd,=,11,Sorme 2005,7,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,616.479,233.57,11,7,9
GFA_466,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(OC)cccc3,nd,nd,=,13,Sorme 2005,8,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,530.534,205.5,12,7,9
GFA_467,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)OC,nd,nd,=,3.6,Sorme 2005,10,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,530.534,205.5,12,7,9
GFA_468,,COc(cc1)ccc1CC(=O)N[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)O[C@H]([C@H]3CO)[C@H](O)[C@H]([C@@H](O3)OC)NC(=O)C,nd,nd,=,18,Sorme 2005,11,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,544.561,205.5,12,7,10
GFA_469,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(OC)cccc3OC,nd,nd,=,29,Sorme 2005,12,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,560.56,214.73,13,7,10
GFA_470,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(OC)cc(cc3)OC,nd,nd,=,7.9,Sorme 2005,13,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,560.56,214.73,13,7,10
GFA_471,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OC)c(cc3)OC,nd,nd,=,4,Sorme 2005,14,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,560.56,214.73,13,7,10
GFA_472,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(OC)cc(OC)cc3OC,nd,nd,=,17,Sorme 2005,16,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,590.587,223.96,14,7,11
GFA_473,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OC)c(OC)c(c3)OC,nd,nd,=,7.8,Sorme 2005,17,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,590.587,223.96,14,7,11
GFA_474,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(O)cc(cc3)OC,nd,nd,=,10,Sorme 2005,18,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,546.533,225.73,13,8,9
GFA_475,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(O)ccc(c3)OC,nd,nd,=,7.5,Sorme 2005,19,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,546.533,225.73,13,8,9
GFA_476,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c(C(=O)O)cc(OC)c(c3)OC,nd,nd,=,4.6,Sorme 2005,20,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,604.57,252.03,13,7,11
GFA_477,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c(c3)ccc(c34)OCO4,nd,nd,=,2.7,Sorme 2005,21,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,544.517,214.73,13,7,8
GFA_478,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3c([N+]([O-])=O)cccc3,nd,nd,=,4.2,Sorme 2005,22,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,545.505,239.41,11,7,9
GFA_479,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc([N+]([O-])=O)ccc3,nd,nd,=,2.9,Sorme 2005,23,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,545.505,239.41,11,7,9
GFA_480,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(N(C)C)ccc3,nd,nd,=,7.3,Sorme 2005,25,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,543.576,199.51,11,7,9
GFA_481,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)N(C)C,nd,nd,=,3.7,Sorme 2005,26,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,543.576,199.51,11,7,9
GFA_482,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc[nH]3,nd,nd,=,30,Sorme 2005,27,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,489.484,212.06,11,8,8
GFA_483,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc[nH]c3,nd,nd,=,33,Sorme 2005,28,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,489.484,212.06,11,8,8
GFA_484,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c(c3)[nH]c(c34)ccc(c4)OC,nd,nd,=,6.1,Sorme 2005,29,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,569.571,221.29,12,8,9
GFA_485,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(O)cc3,nd,nd,=,8.2,Sorme 2005,30,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,516.507,216.5,12,8,8
GFA_486,,N#Cc1ccc(cc1)C(=O)N[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)O[C@H]([C@H]3CO)[C@H](O)[C@H]([C@@H](O3)OC)NC(=O)C,nd,nd,=,3.9,Sorme 2005,31,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,525.517,220.06,12,7,9
GFA_487,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(C)cc3,nd,nd,=,1.3,Sorme 2005,32,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,514.534,196.27,11,7,8
GFA_488,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(Cl)cc3,nd,nd,=,2.5,Sorme 2005,33,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,534.952,196.27,11,7,8
GFA_489,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(C(C)(C)C)cc3,nd,nd,=,0.95,Sorme 2005,34,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,556.615,196.27,11,7,9
GFA_490,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)CCCCCC,nd,nd,=,11,Sorme 2005,35,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,584.67,196.27,11,7,13
GFA_491,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)-c4ccccc4,nd,nd,=,3.8,Sorme 2005,36,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,576.606,196.27,11,7,9
GFA_492,,CC(=O)c1ccc(cc1)C(=O)N[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)O[C@H]([C@H]3CO)[C@H](O)[C@H]([C@@H](O3)OC)NC(=O)C,nd,nd,=,1.2,Sorme 2005,37,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,542.545,213.34,12,7,9
GFA_493,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)C(=O)OC,nd,nd,=,3.5,Sorme 2005,38,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,558.544,222.57,13,7,10
GFA_494,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(C(=O)O)cc3,nd,nd,=,4.6,Sorme 2005,39,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,544.517,233.57,11,7,9
GFA_495,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(C(=O)O)ccc3,nd,nd,=,3,Sorme 2005,40,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,544.517,233.57,11,7,9
GFA_496,,c1cccc(c12)cccc2CC(=O)N[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)O[C@H]([C@H]4CO)[C@H](O)[C@H]([C@@H](O4)OC)NC(=O)C,nd,nd,=,9.6,Sorme 2005,43,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,564.595,196.27,11,7,9
GFA_497,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c(c3)c(C(=O)O)cc(c34)cccc4,nd,nd,=,0.32,Sorme 2005,44,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,594.578,233.57,11,7,9
GFA_498,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3ccc(cc3)C(=O)N[C@@H]([C@@H](O)[C@H]4CO)[C@@H](O)[C@@H](O4)O[C@H]([C@H]5CO)[C@H](O)[C@H]([C@@H](O5)OC)NC(=O)C,nd,nd,=,8.9,Sorme 2005,45,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,922.9,392.54,22,14,16
GFA_499,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(ccc3)C(=O)N[C@@H]([C@@H](O)[C@H]4CO)[C@@H](O)[C@@H](O4)O[C@H]([C@H]5CO)[C@H](O)[C@H]([C@@H](O5)OC)NC(=O)C,nd,nd,=,5.7,Sorme 2005,46,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,922.9,392.54,22,14,16
GFA_500,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(O)cc(c3)O,nd,nd,=,4.2,Sorme 2005,47,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,532.506,236.73,13,9,8
GFA_501,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)O)OCc4ccccc4,nd,nd,=,2.1,Sorme 2005,48,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,622.632,225.73,13,8,11
GFA_502,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OCc4ccccc4)cc(c3)OCc5ccccc5,nd,nd,=,2.3,Sorme 2005,49,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,712.758,214.73,13,7,14
GFA_503,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)OC)OCc4ccccc4,nd,nd,=,1.6,Sorme 2005,50,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,636.659,214.73,13,7,12
GFA_504,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)OCc4ccccc4)OCCCCCCCCC,nd,nd,=,1.6,Sorme 2005,51,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,748.876,214.73,13,7,20
GFA_505,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OC)cc(c3)O,nd,nd,=,1.6,Sorme 2005,52,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,546.533,225.73,13,8,9
GFA_506,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)OC)OCCCCCCCCC,nd,nd,=,9.1,Sorme 2005,53,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,672.777,214.73,13,7,18
GFA_507,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)O)OCCCCCCCCC,nd,nd,=,2.6,Sorme 2005,54,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,658.75,225.73,13,8,17
GFA_508,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OCCCCCCCCC)cc(c3)OCCCCCCCCC,nd,nd,>,100,Sorme 2005,55,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,784.994,214.73,13,7,26
GFA_509,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OCc4ccc(F)cc4)cc(c3)OCc5ccccc5,nd,nd,=,2.8,Sorme 2005,56,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,730.748,214.73,13,7,14
GFA_510,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)OC)OCc4ccc(C)cc4,nd,nd,=,2.5,Sorme 2005,57,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,650.686,214.73,13,7,12
GFA_511,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(cc(c3)O)OCC=C,nd,nd,=,1.9,Sorme 2005,58,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,572.571,225.73,13,8,11
GFA_512,,CC(=O)N[C@@H]([C@@H](O1)OC)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)NC(=O)c3cc(OCC=C)cc(c3)OCc4ccccc4,nd,nd,=,3.4,Sorme 2005,59,Paper,10.1021/ja043475p,Disaccharide,No,LacNAc derivatives,662.697,214.73,13,7,14
GFA_513,,n1cc(F)ccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(F)cn6,=,0.021,=,0.01,Zetterberg 2016 WO2016113335A1,S4a,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,650.623,252.34,15,6,8
GFA_514,,COc(nc1)ccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(nc6)OC,=,0.12,=,0.012,Zetterberg 2016 WO2016113335A1,S4b,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,674.695,270.8,17,6,10
GFA_515,,Cn1cncc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cncn6C,=,0.6,=,0.131,Zetterberg 2016 WO2016113335A1,S4c,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,620.649,262.2,15,6,8
GFA_516,,FC(F)(F)c1cc(Cl)c(nc1)-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c(nc6)c(Cl)cc6C(F)(F)F,=,0.74,=,0.025,Zetterberg 2016 WO2016113335A1,S4d,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,819.529,252.34,15,6,10
GFA_517,,c1ncncc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cncnc6,=,0.39,=,0.044,Zetterberg 2016 WO2016113335A1,S4e,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,616.617,278.12,17,6,8
GFA_518,,n1ccccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccccn6,=,0.21,=,0.042,Zetterberg 2016 WO2016113335A1,S4f,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,614.642,252.34,15,6,8
GFA_519,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(F)cn6,=,0.04,<,0.005,Zetterberg 2016 WO2016113335A1,S7,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,685.616,239.45,14,6,8
GFA_520,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cccnc6,=,0.038,=,0.002,Zetterberg 2016 WO2016113335A1,S8a,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,667.626,239.45,14,6,8
GFA_521,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cncnc6,=,0.08,<,0.002,Zetterberg 2016 WO2016113335A1,S8b,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,668.613,252.34,15,6,8
GFA_522,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ncccn6,=,0.07,<,0.002,Zetterberg 2016 WO2016113335A1,S8c,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,668.613,252.34,15,6,8
GFA_523,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccccn6,=,0.038,=,0.001,Zetterberg 2016 WO2016113335A1,S8d,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,667.626,239.45,14,6,8
GFA_524,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccncc6,=,0.072,=,0.001,Zetterberg 2016 WO2016113335A1,S8e,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,667.626,239.45,14,6,8
GFA_525,,CC(=O)Nc(nc1)ccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cc(F)c(F)c(F)c6,=,0.149,=,0.005,Zetterberg 2016 WO2016113335A1,S8f,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,724.678,268.55,15,7,9
GFA_526,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(N)nc6,=,0.034,<,0.002,Zetterberg 2016 WO2016113335A1,S8g,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,682.64,265.47,14,7,8
GFA_527,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ncc(F)cn6,=,0.055,<,0.002,Zetterberg 2016 WO2016113335A1,S8h,Patent,WO2016113335A1,Disaccharide,No,Thiodisaccharide derivatives,686.604,252.34,15,6,8
GFA_528,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5N6CCOCC6,=,0.11,=,0.002,Zetterberg 2016 WO2017080973A1,1,Patent,WO2017080973A1,Disaccharide,No,Thiodisaccharide derivatives,675.646,239.03,14,6,8
GFA_529,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5N(CC6)CCN6C,=,0.035,=,0.007,Zetterberg 2016 WO2017080973A1,2,Patent,WO2017080973A1,Disaccharide,No,Thiodisaccharide derivatives,688.688,233.04,13,6,8
GFA_530,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5C6CCNCC6,=,0.029,=,0.005,Zetterberg 2016 WO2017080973A1,3,Patent,WO2017080973A1,Disaccharide,No,Thiodisaccharide derivatives,673.673,238.59,13,6,8
GFA_531,,c1c(F)c(F)c(F)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5C6CCOCC6,=,0.058,=,0.001,Zetterberg 2016 WO2017080973A1,4,Patent,WO2017080973A1,Disaccharide,No,Thiodisaccharide derivatives,674.658,235.79,14,6,8
GFA_532,,CC(C)c1cn(nn1)[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)S[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)n(nn4)cc4-c5cc(F)c(F)c(F)c5,=,0.07,=,0.002,Zetterberg 2016 WO2017080973A1,5,Patent,WO2017080973A1,Disaccharide,No,Thiodisaccharide derivatives,632.62,226.56,13,6,8
